home_team_id,away_team_id,winner
1610612746,1610612762,0
1610612756,1610612759,0
1610612753,1610612737,0
1610612754,1610612750,0
1610612763,1610612757,0
1610612753,1610612746,0
1610612757,1610612743,0
1610612761,1610612741,0
1610612752,1610612741,0
1610612764,1610612737,0
1610612749,1610612754,0
1610612750,1610612756,0
1610612764,1610612750,0
1610612765,1610612748,0
1610612761,1610612755,0
1610612759,1610612741,0
1610612751,1610612754,0
1610612765,1610612759,0
1610612753,1610612751,1
1610612746,1610612761,1
1610612748,1610612761,1
1610612750,1610612743,1
1610612740,1610612752,1
1610612751,1610612761,1
1610612742,1610612764,1
1610612755,1610612765,1
1610612739,1610612765,1
1610612759,1610612751,1
1610612756,1610612763,1
1610612757,1610612764,1
1610612755,1610612752,1
1610612747,1610612739,1
1610612751,1610612765,1
1610612740,1610612766,1
1610612753,1610612757,1
1610612758,1610612743,1
1610612757,1610612754,1
1610612754,1610612748,1
1610612745,1610612740,1
1610612761,1610612741,0
1610612741,1610612753,0
1610612756,1610612747,0
1610612766,1610612755,0
1610612764,1610612765,0
1610612744,1610612742,0
1610612739,1610612753,0
1610612759,1610612753,0
1610612766,1610612764,0
1610612755,1610612741,0
1610612750,1610612755,0
1610612753,1610612754,0
1610612742,1610612746,0
1610612750,1610612743,1
1610612765,1610612742,1
1610612761,1610612766,1
1610612756,1610612765,1
1610612760,1610612753,1
1610612762,1610612755,1
1610612743,1610612764,1
1610612754,1610612764,1
1610612741,1610612757,1
1610612754,1610612753,0
1610612765,1610612753,0
1610612766,1610612757,1
1610612753,1610612752,1
1610612757,1610612766,1
